Order;City;Cantidad
1118060406946-01;Atacames;1
1118063579989-01;Quito;109
1118111373746-01;Ibarra;3
1118121069634-01;Guayaquil;2
1118130264372-01;Duran;1
1118131900809-01;Ibarra;1
1118133075106-01;Quito;22
1118141972299-01;Salinas;15
1118142248541-01;Quito;24
1118142796361-01;Quito;1
1118150400457-01;Marcelino Mariduena;2
1118150730691-01;Naranjito;10
1118150867380-01;La Libertad;1
1118150967570-01;Naranjito;24
1118151354116-01;Quito;2
1118152830050-01;Santa Elena;1
1118161031016-01;El Triunfo;1
1118163188096-01;Atuntaqui;56
1118170000409-01;Palestina;1
1118170047035-01;Manta;16
1118170186697-01;Ventanas;1
1118170249405-01;Quito;1
1118170382109-01;Daule;1
1118170428505-01;Riobamba;3
1118170711828-01;Quito;2
1118170737486-01;Playas;1
1118171095519-01;Macara;1
1118171424308-01;Guaranda;3
1118171573003-01;Guayaquil;2
1118172049477-01;Distrito Metropolitano de Quito;2
1118172378023-01;Cuenca;1
1118172751943-01;Guayaquil;2
1118173146526-01;Guayaquil;1
1118173251957-01;Quito;1
1118173467809-01;Quito;35
1118181780139-01;Guayaquil;7
1118181885622-01;Puyo;1
1118182003671-01;Distrito Metropolitano de Quito;2
1118182766835-01;Quito;15
1118182892033-01;Pastaza;1
1118183216115-01;Quito;80
1118183255040-01;Quito;2
1118183430534-01;Guayaquil;4
1118190100845-01;Portoviejo;1
1118190216340-01;Loja;35
1118190500263-01;El Guabo;51
1118190647977-01;Guayaquil;2
1118191208382-01;Guayaquil;1
1118191212771-01;Tonsupa;1
1118192357606-01;Riobamba;3
1118193012634-01;Guayaquil;1
1118193026079-01;Quito;12
1118193216137-01;Machala;1
1118200076846-01;Zamora;1
1118200391470-01;Quito;1
1118200586203-01;Guayaquil;1
1118200655485-01;Lago Agrio;31
1118200760164-01;Quito;18
1118200838757-01;Tonsupa;1
1118200900296-01;Quito;83
1118201781984-01;Manta;1
1118201850462-01;Otavalo;1
1118201884320-01;Machala;2
1118202191974-01;Portoviejo;1
1118202192747-01;Quito;2
1118202204386-01;Machala;1
1118202503816-01;Quito;2
1118202530011-01;Daule;16
1118202531602-01;Guayaquil;1
1118202571517-01;Guayaquil;1
1118202579339-01;Quito;2
1118202744411-01;Quito;2
1118202817569-01;Quito;2
1118202879513-01;Guayaquil;1
1118203030026-01;Guayaquil;1
1118203297759-01;Guayaquil;1
1118203424303-01;Guayaquil;1
1118210082997-01;Tumbaco;5
1118210813949-01;Daule;1
1118210941403-01;Guayaquil;1
1118211042795-01;Quito;20
1118211217998-01;Duran;51
1118211481885-01;Tonsupa;1
1118211636272-01;Guayaquil;1
1118211685795-01;Quito;14
1118212873185-01;Guayaquil;1
1118212915626-01;Cantón Daule;1
1118212920726-01;Quito;1
1118213277271-01;Santiago;21
1118213377449-01;Guayaquil;17
1118213426547-01;Guaranda;4
1118213516123-01;Daule;1
1118220027834-01;Guayaquil;1
1118220194895-01;Cuenca;2
1118220197779-01;Guayaquil;1
1118220380815-01;Milagro;1
1118220555268-01;Milagro;1
1118221110897-01;Guayaquil;1
1118221291627-01;Guayaquil;2
1118221919646-01;Quito;1
1118222115345-01;Cantón Daule;1
1118222172336-01;Milagro;1
1118222189556-01;Guayaquil;1
1118223140915-01;Ambato;16
1118223285717-01;Guayaquil;1
1118223380941-01;Cuenca;1
1118223543065-01;Guayaquil;1
1118230536445-01;Quito;1
1118230885869-01;Alausi;1
1118230887376-01;Ambato;16
1118231240753-01;Alausi;1
1118231488248-01;Daule;35
1118231667828-01;Guayaquil;1
1118231909157-01;Distrito Metropolitano de Quito;1
1118232128471-01;Guayaquil;1
1118232192834-01;Ambato;15
1118232223648-01;Guayaquil;1
1118232268907-01;Quito;34
1118232350010-01;Mocache;1
1118232846574-01;Tonsupa;1
1118232939777-01;Salitre - Urbina Jado;1
1118232980585-01;Tonsupa;1
1118233325888-01;Quito;1
1118233447867-01;Guayaquil;1
1118233491138-01;Guayaquil;1
1118233507295-01;Guayaquil;1
1118240232339-01;Guayaquil;2
1118240513304-01;Guayaquil;1
1118240515245-01;Guayaquil;1
1118240819207-01;Quito;2
1118240931149-01;Guayaquil;1
1118241090946-01;Guayaquil;1
1118241265604-01;Guayaquil;2
1118241818203-01;Vinces;1
1118241844432-01;Guayaquil;1
1118241972852-01;Guayaquil;1
1118242021545-01;Santo Domingo;12
1118242028862-01;Salitre - Urbina Jado;1
1118242063798-01;Quito;1
1118242377565-01;Guayaquil;1
1118242958887-01;Vinces;1
1118242996314-01;Muey;1
1118243070435-01;Manta;2
1118243178840-01;Guayaquil;1
1118243248045-01;Ibarra;1
1118243366894-01;Guayaquil;1
1118243534288-01;Portoviejo;2
1118250555775-01;Santo Domingo;3
1118250730404-01;Playas;10
1118250738249-01;Santo Domingo;4
1118251387271-01;Guayaquil;2
1118251521735-01;Santo Domingo;15
1118251604675-01;Guayaquil;1
1118251627896-01;Guayaquil;2
1118251663612-01;Cuenca;1
1118251704874-01;Guayaquil;2
1118251809863-01;Salitre - Urbina Jado;1
1118251908064-01;Salitre - Urbina Jado;1
1118252089425-01;Lago Agrio;1
1118252161645-01;Guayaquil;1
1118252188851-01;Atacames;1
1118252270256-01;Santo Domingo;1
1118252642389-01;Pedro Carbo;1
1118253155074-01;Lago Agrio;1
1118253347150-01;Juan Montalvo;39
1118253507143-01;Guaranda;4
1118253509382-01;San Cristobal;21
1118261972689-01;Guayaquil;2
1118262566786-01;Montecristi;1
1118262750917-01;Santo Domingo;28
1118263582497-01;Cuenca;18
1118270284640-01;Guayaquil;1
1118270739935-01;Guayaquil;17
1118270968857-01;Quito;1
1118271324140-01;Loja;2
1118271530924-01;Guayaquil;2
1118273529680-01;Quito;45
1118280052983-01;Puebloviejo;1
1118280138752-01;Quito;1
1118280788591-01;Cumbayá;1
1118280976700-01;Quito;2
1118281541115-01;Guayaquil;8
1118281821274-01;Guayaquil;2
1118282335328-01;Quito;14
1118282544411-01;Quito;39
1118282708674-01;Guayaquil;18
1118282774944-01;Guayaquil;1
1118282806696-01;Loja;93
1118282883195-01;Duran;1
1118283253106-01;Pasaje;20
1118283573341-01;Pasaje;1
1118322110426-01;Daule;3
1118323416745-01;Quito;13
1118331834181-01;Guayaquil;1
1118350211823-01;Quito;2
1118352311048-01;Cariamanga;2
1118370384455-01;San Vicente;1
1118380322107-01;Montalvo;3
1118380572964-01;Manta;2
1118381352492-01;Guayaquil;1
1118381427800-01;Riobamba;1
1118382047407-01;Montecristi;1
1118390622832-01;Manta;1
1118390624590-01;El Carmen;1
1118392416291-01;Puebloviejo;1
1118393013932-01;Santo Domingo;1
1118393157715-01;Manta;1
1118393489749-01;Manta;2
1118400295422-01;Santo Domingo;3
1118400408612-01;Ambato;1
1118400464165-01;Guayaquil;19
1118400656871-01;Santo Domingo;3
1118400927716-01;Santo Domingo;2
1118401584982-01;Guayaquil;1
1118402219670-01;Montecristi;1
1118402308775-01;Guayaquil;24
1118402535495-01;Montecristi;1
1118410057670-01;Machala;1
1118410529083-01;Montalvo;3
1118410664609-01;Pichincha;1
1118411657851-01;Santo Domingo;3
1118411867101-01;Bajo Alto;1
1118412284719-01;Guayaquil;1
1118412807370-01;Pichincha;1
1118413166264-01;Distrito Metropolitano de Quito;1
1118420414078-01;Cantón Daule;1
1118420525427-01;Santa Elena;1
1118420672174-01;Machala;1
1118420803238-01;Mocache;1
1118421389377-01;Santa Elena;2
1118421752378-01;Guayaquil;2
1118421772608-01;Distrito Metropolitano de Quito;1
1118422034795-01;Guayaquil;2
1118422186243-01;Machala;1
1118422297572-01;Pastaza;1
1118422643827-01;Guayaquil;1
1118430944944-01;Guayaquil;3
1118431302260-01;Samborondon;1
1118431892699-01;Manta;1
1118432448237-01;Montecristi;1
1118433432796-01;Guayaquil;1
1118433532238-01;La Libertad;3
1118440673552-01;Quito;1
1118441534189-01;Babahoyo;1
1118442588550-01;Ibarra;1
1118443277127-01;Quito;6
1118443470623-01;Quito;109
1118450829312-01;Milagro;1
1118451132678-01;Gualaquiza;3
1118452333773-01;Guayaquil;1
1118452411359-01;Jipijapa;1
1118460395757-01;Duran;1
1118460745937-01;Distrito Metropolitano de Quito;1
1118461370822-01;Guayaquil;1
1118462475761-01;El Triunfo;4
1118462981299-01;Macara;1
1118470035246-01;Guayaquil;11
1118470240256-01;Macara;1
1118470415032-01;Guayaquil;12
1118471194643-01;Nobol;1
1118471341206-01;Macas;2
1118471402213-01;Guayaquil;1
1118471590217-01;Guayaquil;1
1118472494908-01;El Carmen;2
1118472726755-01;Macas;2
1118473479171-01;Santa Elena;2
1118481061578-01;Portoviejo;1
1118482313073-01;Santo Domingo;2
1118483241420-01;Cantón Daule;1
1118490329625-01;Babahoyo;1
1118490405556-01;Naranjal;1
1118490631331-01;Guayaquil;1
1118490730692-01;Cantón Daule;1
1118490752797-01;Cantón Ambato;1
1118491066765-01;Cantón Ambato;1
1118491694202-01;Santa Elena;1
1118491798127-01;Pajan;1
1118491821092-01;Quito;2
1118491855671-01;Rocafuerte;1
1118492647342-01;Guayaquil;4
1118493143286-01;Pasaje;1
1118493217260-01;Guayaquil;1
1118493406193-01;Pasaje;1
1118493495067-01;Guayaquil;1
1118500013444-01;Quito;5
1118500554013-01;Samborondon;1
1118500885539-01;Quito;1
1118500979289-01;Guayaquil;1
1118501109913-01;Guayaquil;7
1118501819325-01;Santa Elena;1
1118501930463-01;Santo Domingo;2
1118502492594-01;Guayaquil;1
1118502682776-01;Guayaquil;1
1118513402436-01;Duran;1
1118513481178-01;Guayaquil;17
1118530189459-01;Quito;12
1118530510671-01;Quito;15
1118533493525-01;Esmeraldas;1
1118562468462-01;Quito;7
1118571137223-01;10 De Agosto;1
1118621342916-01;Esmeraldas;1
1118622200202-01;Portoviejo;1
1118623131539-01;Guayaquil;1
1118630518209-01;Esmeraldas;1
1118631094936-01;Quito;1
1118632106878-01;Quito;2
1118632178273-01;Guayaquil;2
1118632929758-01;Cantón Ambato;1
1118640742174-01;Pajan;1
1118641547348-01;Distrito Metropolitano de Quito;1
1118641686039-01;Quito;25
1118642214872-01;Santa Elena;1
1118643462615-01;Pedernales;1
1118650596075-01;Guayaquil;2
1118650972470-01;Santa Rosa;1
1118652530237-01;Distrito Metropolitano de Quito;1
1118652685384-01;Guayaquil;2
1118652737814-01;Guayaquil;1
1118660289490-01;Quito;1
1118660311596-01;Pajan;1
1118660873862-01;Quito;2
1118661072531-01;Pajan;1
1118661364941-01;Pasaje;1
1118661555280-01;Portoviejo;1
1118661887562-01;Machala;1
1118663097740-01;Santa Rosa;2
1118663102399-01;Guayaquil;29
1118663335438-01;Duran;1
1118663351107-01;Portoviejo;1
1118663442798-01;Santa Rosa;1
1118670178697-01;Santa Rosa;1
1118672726392-01;Buena Fe;1
1118673130573-01;Guayaquil;1
1118680187633-01;Guayaquil;1
1118680262090-01;La Troncal;1
1118680349292-01;Pedro Carbo;1
1118681025479-01;Guayaquil;1
1118681327039-01;Mocache;2
1118682600649-01;Machala;1
1118682748247-01;Guayaquil;1
1118682850316-01;La Troncal;1
1118683393011-01;Distrito Metropolitano de Quito;1
1118691819698-01;Guayaquil;1
1118692276609-01;La Mana;1
1118692507421-01;Gualaquiza;3
1118692532849-01;Cantón Daule;1
1118692994739-01;Atacames;1
1118700391092-01;Bolivar;1
1118701246009-01;Duran;1
1118701750117-01;Duran;24
1118701923093-01;Pichincha;1
1118703049171-01;Pichincha;1
1118710270546-01;El Triunfo;3
1118710637129-01;Quito;1
1118712450959-01;Guayaquil;2
1118712723821-01;Guayaquil;2
1118712828175-01;Jipijapa;1
1118712884742-01;Guayaquil;1
1118712951949-01;Quito;6
1118720306903-01;Lago Agrio;1
1118720325817-01;Ibarra;1
1118720745426-01;Guaranda;1
1118721725446-01;Lago Agrio;1
1118721844092-01;Guayaquil;1
1118722693957-01;Quito;1
1118722881238-01;Guayaquil;1
1118723006177-01;Guayaquil;1
1118723157889-01;Lomas De Sargentillo;2
1118723372870-01;Palestina;1
1118732050716-01;Guayaquil;1
1118732158241-01;Guayaquil;1
1118740708589-01;Manta;1
1118741192903-01;Ambato;1
1118741515141-01;Quito;1
1118742244434-01;Guayaquil;1
1118742851082-01;El Carmen;2
1118743138916-01;Guayaquil;10
1118743410614-01;Tumbaco;1
1118751923677-01;Quito;46
1118752889218-01;Quito;1
1118753048237-01;Guayaquil;1
1118753257923-01;Quito;40
1118753523535-01;Quito;2
1118760374825-01;Guayaquil;2
1118793498455-01;Guayaquil;40
1118800251638-01;Guayaquil;69
1118850868585-01;Duran;1
1118851680164-01;Quito;1
1118851686265-01;Guayaquil;1
1118853389431-01;Quito;1
1118860934180-01;Santa Rosa;1
1118861073162-01;Lomas De Sargentillo;1
1118861796188-01;Guayaquil;4
1118870038410-01;Guayaquil;1
1118870092082-01;Guayaquil;8
1118870557435-01;Guayaquil;1
1118871454902-01;Cuenca;1
1118872530346-01;Quito;1
1118873036785-01;Guayaquil;1
1118873204935-01;Santa Lucia;1
1118873497608-01;Guayaquil;1
1118880336190-01;Lago Agrio;2
1118880406811-01;Guayaquil;2
1118880827165-01;Guayaquil;1
1118883567105-01;Pedro Carbo;1
1118891373565-01;Guayaquil;1
1118892193296-01;Guayaquil;1
1118901197334-01;Chone;7
1118901943642-01;Distrito Metropolitano de Quito;1
1118902206174-01;Balzar;1
1118903348488-01;Guayaquil;4
1118910101375-01;Duran;2
1118910171586-01;Cantón Daule;1
1118910380977-01;Cantón Daule;1
1118910660762-01;Samborondon;1
1118911078105-01;Palestina;1
1118912611043-01;Montecristi;1
1118913137599-01;Puerto Lopez;1
1118913156552-01;Cantón Daule;1
1118913324693-01;Cantón Daule;1
1118920130530-01;Quito;2
1118920160997-01;El Carmen;1
1118920192954-01;Guayaquil;1
1118920245051-01;Milagro;1
1118920553947-01;Babahoyo;1
1118920634760-01;Portoviejo;1
1118920670448-01;Orellana;1
1118921037907-01;La Troncal;1
1118921256511-01;Portoviejo;1
1118921384072-01;Machala;1
1118921462172-01;Portoviejo;1
1118921830829-01;Pifo;1
1118922502661-01;Guayaquil;15
1118922868253-01;Guayaquil;1
1118923102728-01;Guayaquil;1
1118923160849-01;El Carmen;1
1118923443957-01;Guayaquil;1
1118923488424-01;Guayaquil;1
1118923555260-01;Guayaquil;2
1118930489066-01;Milagro;1
1118930677388-01;Guayaquil;1
1118930799917-01;Juan Montalvo;1
1118931131160-01;Guayaquil;1
1118932269781-01;El Carmen;1
1118932514286-01;El Carmen;1
1118932669316-01;Portoviejo;1
1118933458818-01;Quito;1
1118940602358-01;Guayaquil;1
1118942563045-01;Guayaquil;1
1118942734732-01;Tonsupa;1
1118950292217-01;Lago Agrio;1
1118950725366-01;Machala;1
1118952260035-01;Santa Elena;1
1118952312675-01;Milagro;1
1118952332387-01;Santo Domingo;1
1118961171144-01;Duran;1
1118961859409-01;Pasaje;1
1118962360978-01;Pasaje;1
1118962674372-01;Milagro;1
1118962718456-01;Pasaje;1
1118963183064-01;Guayaquil;1
1118972352193-01;Palestina;1
1118980892882-01;Salitre - Urbina Jado;2
1118982007835-01;Babahoyo;1
1118982150831-01;Ibarra;15
1118982949856-01;Portoviejo;3
1118990500511-01;Quito;1
1119001562392-01;Quito;2
1119001565907-01;Quevedo;2
1119010156721-01;Machala;2
1119011369377-01;Manta;2
1119012516198-01;Montalvo;1
1119043405989-01;Duran;1
1119052447740-01;Guayaquil;1
1119080457528-01;Guayaquil;17
1119090168954-01;Nobol;1
1119090496922-01;Salinas;3
1119093366744-01;Salinas;11
1119100924666-01;Pasaje;1
1119102356109-01;Guayaquil;2
1119103188916-01;Portoviejo;1
1119110585501-01;Machala;1
1119111652899-01;Machala;1
1119111760457-01;Orellana;2
1119111799903-01;Babahoyo;2
1119113024513-01;Loja;1
1119113509682-01;Lomas De Sargentillo;1
1119120119922-01;Loja;2
1119120582229-01;Orellana;2
1119120719424-01;Guayaquil;1
1119121046397-01;Pedro Carbo;1
1119121193822-01;Pedro Carbo;1
1119122556665-01;Pedro Carbo;1
1119123114461-01;El Empalme;1
1119130015491-01;Portoviejo;1
1119130201480-01;Babahoyo;2
1119130499489-01;Portoviejo;1
1119130669291-01;Lomas De Sargentillo;1
1119130967706-01;Quito;1
1119131022940-01;Babahoyo;2
1119131385869-01;Portoviejo;1
1119132093736-01;Macas;1
1119133229072-01;Ruminahui;1
1119133273323-01;Guayaquil;2
1119133426277-01;Portoviejo;1
1119140038278-01;Guayaquil;1
1119140093981-01;Valencia;2
1119140193803-01;Guayaquil;1
1119140436169-01;Pedro Carbo;1
1119140674803-01;Duran;1
1119143487213-01;Ibarra;1
1119150817445-01;Quevedo;2
1119150852226-01;Machala;1
1119151096117-01;Machala;1
1119151421037-01;Quininde;1
1119152116872-01;Guayaquil;1
1119161517122-01;Guayaquil;2
1119162236460-01;Samborondon;1
1119170343100-01;Quito;2
1119170554764-01;Milagro;1
1119171275747-01;Guayaquil;1
1119173323050-01;Santo Domingo;1
1119173430034-01;Guayaquil;1
1119180160787-01;Quito;6
1119180681053-01;Quito;6
1119181370407-01;Cantón Daule;1
1119182534144-01;Puerto Lopez;2
1119182656756-01;Quito;1
1119182734521-01;Puerto Lopez;2
1119183304553-01;Valencia;2
1119190164170-01;Guayaquil;1
1119191128359-01;Guayaquil;1
1119192436272-01;Guayaquil;1
1119192622274-01;Puyo;2
1119192784817-01;Loja;1
1119193144014-01;Lomas De Sargentillo;1
1119193192053-01;Distrito Metropolitano de Quito;1
1119193206518-01;Salinas;15
1119193214137-01;Los Bajos;1
1119193253557-01;Samborondon;1
1119193339924-01;Machala;1
1119200078266-01;Distrito Metropolitano de Quito;1
1119200338693-01;Quito;32
1119202191590-01;Lomas De Sargentillo;1
1119202577467-01;La Libertad;1
1119202885019-01;Guayaquil;29
1119203008065-01;Guayaquil;1
1119203127623-01;Guayaquil;1
1119210017191-01;Portoviejo;2
1119210105792-01;Salitre;1
1119211643311-01;Lomas De Sargentillo;1
1119211821913-01;Pedro Carbo;1
1119211984270-01;Duran;1
1119213573395-01;Balao;1
1119220710609-01;Milagro;1
1119222088949-01;Puerto Quito;1
1119262343204-01;Guayaquil;1
1119262425587-01;Quito;27
1119303007076-01;Quito;1
1119330071821-01;Quito;22
1119331540499-01;Quito;4
1119341730864-01;Guayaquil;7
1119350072181-01;Guayaquil;1
1119351658388-01;Machala;2
1119353041776-01;Santo Domingo;3
1119353099694-01;Cantón Daule;1
1119360769971-01;Guayaquil;1
1119361248874-01;Guayaquil;1
1119361685329-01;Gualaquiza;3
1119362418717-01;Santo Domingo;4
1119362760708-01;Cantón Daule;1
1119363299670-01;Quito;2
1119363445258-01;Quito;1
1119370471891-01;Portoviejo;1
1119370628467-01;Guayaquil;1
1119371106566-01;Portoviejo;1
1119372108018-01;Posorja;1
1119372324020-01;Tonsupa;1
1119372904249-01;Salitre;1
1119380226732-01;Cantón Daule;1
1119380256528-01;Guayaquil;1
1119380302206-01;Shushufindi;1
1119380610335-01;Cantón Daule;1
1119381626391-01;Duran;1
1119381952785-01;Milagro;1
1119382769815-01;Shushufindi;1
1119390295386-01;Ibarra;1
1119390739184-01;La Troncal;1
1119390925820-01;Salitre - Urbina Jado;2
1119391070785-01;La Troncal;4
1119391143197-01;Pedro Carbo;1
1119392218926-01;Guayaquil;9
1119392517761-01;Sangolqui;1
1119400062154-01;El Empalme;2
1119400449669-01;Puerto Lopez;1
1119401163801-01;Pedro Carbo;1
1119401879810-01;Pichincha;1
1119401894527-01;Pedro Carbo;1
1119403528341-01;Pedro Carbo;1
1119410436382-01;Guayaquil;2
1119412233144-01;Quito;1
1119412596332-01;Pedro Carbo;1
1119412788157-01;Quito;1
1119412929745-01;Guayaquil;1
1119420148570-01;Pedro Carbo;1
1119421036864-01;Guayaquil;1
1119421137818-01;Guayaquil;2
1119421484595-01;Guayaquil;1
1119421581155-01;Guayaquil;1
1119422884425-01;Guayaquil;1
1119422954001-01;Guayaquil;9
1119430038020-01;Samborondon;1
1119430351453-01;Duran;1
1119430545315-01;Cantón Daule;1
1119430963789-01;Guayaquil;1
1119431207379-01;Palestina;1
1119431224948-01;Loja;1
1119431415116-01;Guayaquil;1
1119431577640-01;Guayaquil;1
1119432405132-01;Cuenca;1
1119433278150-01;Guayaquil;1
1119433291565-01;Pasaje;1
1119433370410-01;Atacames;1
1119433412492-01;Cuenca;1
1119440493170-01;Guayaquil;1
1119440884913-01;Milagro;1
1119442329997-01;Loja;1
1119442466794-01;Loja;1
1119450030550-01;Guayaquil;2
1119451633946-01;Guayaquil;27
1119451676712-01;Samborondon;2
1119451857714-01;Loja;1
1119451931839-01;Guayaquil;7
1119451934533-01;Loja;1
1119452991330-01;Guayaquil;9
1119462205459-01;Guayaquil;1
1119463051676-01;Portoviejo;1
1119480290722-01;Guayaquil;1
1119481137145-01;Quito;1
1119481640244-01;Quito;3
1119482036196-01;Guayaquil;1
1119503018307-01;Guayaquil;14
1119503416144-01;Guayaquil;3
1119542268686-01;Santo Domingo;1
1119562256682-01;Quito;1
1119580004747-01;Flavio Alfaro;1
1119580087718-01;Pedro Carbo;1
1119580947885-01;Duran;1
1119581319779-01;Guayaquil;1
1119591257750-01;Quito;1
1119593383002-01;Conocoto;23
1119593417185-01;Guayaquil;8
